method,expected_return,num_rollouts,k,exp,time_minutes
PW0.9,158.22,500,0.02,0.9,33.32427613735199
PW1,164.5,500,0.02,1.0,42.82932382822037
AR,170.0,500,0.1,0.1,35.96809974511464
PW0.8,163.63,1000,0.02,0.8,32.55674031972885
PW0.9,166.8,1000,0.02,0.9,47.45613569021225
PW1,167.6,1000,0.02,1.0,76.81306204001109
AR,170.0,1000,0.1,0.1,82.06420663197835
PW0.8,137.81,10,0.02,0.8,15.886671908696492
PW0.9,136.97,10,0.02,0.9,15.7587162176768
PW1,138.2,10,0.02,1.0,16.221709056695303
AR,142.35,10,0.1,0.1,27.0891937494278
PW0.8,137.73,20,0.02,0.8,35.27971565723419
PW0.9,137.96,20,0.02,0.9,35.17670360008876
PW1,138.18,20,0.02,1.0,27.857197284698486
AR,141.14,20,0.1,0.1,27.42409683863322
PW0.8,135.62,50,0.02,0.8,18.25387777487437
PW0.9,134.95,50,0.02,0.9,19.303289981683097
PW1,136.24,50,0.02,1.0,18.002076113224028
AR,148.22,50,0.1,0.1,21.33142406145732
PW0.8,144.57,100,0.02,0.8,18.433156828085583
PW0.9,141.48,100,0.02,0.9,16.504932324091595
PW1,142.7,100,0.02,1.0,18.445240553220117
AR,167.75,100,0.1,0.1,21.858502050240837
PW0.8,145.96,200,0.02,0.8,17.902489757537843
PW0.9,142.16,200,0.02,0.9,21.23566552003225
PW1,140.12,200,0.02,1.0,23.6601238210996
AR,170.0,200,0.1,0.1,26.646562055746717
PW0.8,156.52,500,0.02,0.8,31.31700802246729
PW0.9,157.8,500,0.02,0.9,60.62802024682363
PW1,163.89,500,0.02,1.0,86.35242225726445
AR,170.0,500,0.1,0.1,46.56036326885224
PW0.8,164.13,1000,0.02,0.8,41.01292723814647
PW0.9,167.03,1000,0.02,0.9,60.49348741372426
PW1,168.1,1000,0.02,1.0,97.47977896531422
AR,170.0,1000,0.1,0.1,126.42764753103256
PW0.8,137.89,10,0.02,0.8,42.78452562491099
PW0.9,138.79,10,0.02,0.9,530.1458953340848
PW1,137.87,10,0.02,1.0,20.470541258653004
AR,139.89,10,0.1,0.1,21.87008951107661
PW0.8,138.1,20,0.02,0.8,25.05653556982676
PW0.9,138.53,20,0.02,0.9,24.45052137772242
PW1,138.21,20,0.02,1.0,21.468936518828077
AR,141.5,20,0.1,0.1,32.31370927890142
PW0.8,135.0,50,0.02,0.8,33.650145375728606
PW0.9,135.16,50,0.02,0.9,24.25172203779221
PW1,134.16,50,0.02,1.0,22.94615846474965
AR,147.44,50,0.1,0.1,29.48922471602758
PW0.8,143.05,100,0.02,0.8,24.36670389970144
PW0.9,140.81,100,0.02,0.9,21.958016320069632
PW1,143.09,100,0.02,1.0,24.61620543797811
AR,168.02,100,0.1,0.1,33.7073361436526
PW0.8,144.5,200,0.02,0.8,28.973511493206026
PW0.9,145.46,200,0.02,0.9,29.54802628358205
PW1,145.74,200,0.02,1.0,30.455233705043792
AR,170.0,200,0.1,0.1,31.61641135215759
PW0.8,156.88,500,0.02,0.8,32.64820101261139
PW0.9,158.05,500,0.02,0.9,36.86002220710119
PW1,164.46,500,0.02,1.0,48.33010028998057
AR,170.0,500,0.1,0.1,40.77669437726339
PW0.8,163.66,1000,0.02,0.8,40.099211919307706
PW0.9,167.0,1000,0.02,0.9,45.38696010907491
PW1,167.6,1000,0.02,1.0,73.287865960598
AR,170.0,1000,0.1,0.1,676.8570193449656
PW0.8,136.6,10,0.02,0.8,16.631768143177034
PW0.9,136.06,10,0.02,0.9,16.721440466245017
PW1,138.74,10,0.02,1.0,17.698485533396404
AR,141.69,10,0.1,0.1,23.374809153874715
PW0.8,138.96,20,0.02,0.8,18.24468976656596
PW0.9,137.52,20,0.02,0.9,16.784614566961924
PW1,138.44,20,0.02,1.0,16.458849227428438
AR,140.75,20,0.1,0.1,19.186914364496868
PW0.8,136.56,50,0.02,0.8,17.033232426643373
PW0.9,133.44,50,0.02,0.9,17.381573510169982
PW1,134.39,50,0.02,1.0,16.55518743197123
AR,148.07,50,0.1,0.1,18.675186343987782
PW0.8,139.05,100,0.02,0.8,15.483231397469838
PW0.9,142.56,100,0.02,0.9,15.438822011152904
PW1,142.4,100,0.02,1.0,15.582074312369029
AR,167.99,100,0.1,0.1,19.34294930696488
PW0.8,144.52,200,0.02,0.8,18.893087736765544
PW0.9,143.54,200,0.02,0.9,22.91941570440928
PW1,144.0,200,0.02,1.0,25.604605082670847
AR,170.0,200,0.1,0.1,38.06943600972493
PW0.8,155.1,500,0.02,0.8,26.35537621974945
PW0.9,158.39,500,0.02,0.9,32.36621508598328
PW1,162.69,500,0.02,1.0,51.28741933107376
AR,170.0,500,0.1,0.1,916.8403606295584
PW0.8,162.18,1000,0.02,0.8,34.898848764101665
PW0.9,166.66,1000,0.02,0.9,47.99773421684901
PW1,167.6,1000,0.02,1.0,96.520865046978
AR,170.0,1000,0.1,0.1,91.19123255411785
PW0.8,137.17,10,0.02,0.8,16.46631275812785
PW0.9,136.81,10,0.02,0.9,16.237559680143992
PW1,137.38,10,0.02,1.0,18.10381571451823
AR,139.81,10,0.1,0.1,20.617944920063017
PW0.8,138.25,20,0.02,0.8,17.263841315110525
PW0.9,138.37,20,0.02,0.9,16.311616627375283
PW1,138.17,20,0.02,1.0,16.302984658877055
AR,141.09,20,0.1,0.1,18.413647814591727
PW0.8,132.68,50,0.02,0.8,16.405315490563712
PW0.9,135.26,50,0.02,0.9,16.469061466058097
PW1,135.39,50,0.02,1.0,16.47906866868337
AR,148.21,50,0.1,0.1,19.479603278636933
PW0.8,140.51,100,0.02,0.8,16.961786965529125
PW0.9,142.45,100,0.02,0.9,16.568671266237896
PW1,142.31,100,0.02,1.0,16.695869799455007
AR,167.66,100,0.1,0.1,20.52650702397029
PW0.8,142.53,200,0.02,0.8,17.007519706090292
PW0.9,143.6,200,0.02,0.9,20.143252484003703
PW1,144.66,200,0.02,1.0,22.20734800895055
AR,170.0,200,0.1,0.1,23.27862528562546
PW0.8,156.55,500,0.02,0.8,24.574465481440225
PW0.9,158.09,500,0.02,0.9,29.119824993610383
PW1,162.43,500,0.02,1.0,47.86080263853073
AR,170.0,500,0.1,0.1,39.2282661318779
PW0.8,162.36,1000,0.02,0.8,33.52947991689046
PW0.9,145.2,200,0.02,0.9,244.4240052223205
PW1,142.7,100,0.02,1.0,18.44524055322012
AR,167.75,100,0.1,0.1,21.85850205024084
AR,170.0,200,0.1,0.1,26.64656205574672
PW1,138.21,20,0.02,1.0,21.46893651882808
PW1,137.45,10,0.02,1.0,12.920223518212635
AR,142.07,10,0.1,0.1,13.492526125907895
PW1,138.68,20,0.02,1.0,13.237902263800304
AR,140.89,20,0.1,0.1,17.309776429335276
PW1,137.16,50,0.02,1.0,13.48712335427602
AR,147.86,50,0.1,0.1,14.709334250291189
PW1,140.44,100,0.02,1.0,12.621699933211008
AR,168.26,100,0.1,0.1,15.416583915551504
PW1,144.88,200,0.02,1.0,16.79098435640335
AR,170.0,200,0.1,0.1,17.322821430365245
PW1,164.43,500,0.02,1.0,33.50496291319529
AR,170.0,500,0.1,0.1,23.81135850350062
PW1,168.0,1000,0.02,1.0,50.67389975786209
AR,170.0,1000,0.1,0.1,700.6961125334104
PW1,138.89,10,0.02,1.0,10.55029515425364
AR,140.69,10,0.1,0.1,10.78730137348175
PW1,138.05,20,0.02,1.0,10.806568801403046
AR,140.71,20,0.1,0.1,12.490456545352936
PW1,136.76,50,0.02,1.0,13.166893287499745
AR,147.62,50,0.1,0.1,12.881032566229502
PW1,140.69,100,0.02,1.0,10.635117975870768
AR,167.81,100,0.1,0.1,13.25042022864024
PW1,145.66,200,0.02,1.0,14.80855096578598
AR,170.0,200,0.1,0.1,19.965742325782777
PW1,161.95,500,0.02,1.0,37.13673668305079
AR,170.0,500,0.1,0.1,33.86853119134903
PW1,167.9,1000,0.02,1.0,66.42354546785354
PW0.7,137.73,10,0.02,0.7,
PW0.8,138.09,10,0.02,0.8,
PW1,138.1,10,0.02,1.0,
AR,141.69,10,0.1,0.1,
PW0.7,138.85,20,0.02,0.7,
PW0.8,138.07,20,0.02,0.8,
PW1,138.85,20,0.02,1.0,
AR,140.52,20,0.1,0.1,
PW0.7,136.25,50,0.02,0.7,
PW0.8,136.33,50,0.02,0.8,
PW1,137.18,50,0.02,1.0,
AR,148.62,50,0.1,0.1,
PW0.7,143.36,100,0.02,0.7,
PW0.8,143.89,100,0.02,0.8,
PW1,139.71,100,0.02,1.0,
AR,167.87,100,0.1,0.1,
PW0.7,141.49,200,0.02,0.7,
PW0.8,145.28,200,0.02,0.8,
PW1,146.11,200,0.02,1.0,
AR,170.0,200,0.1,0.1,
PW0.7,145.12,500,0.02,0.7,
PW0.8,157.62,500,0.02,0.8,
PW1,165.36,500,0.02,1.0,
AR,170.0,500,0.1,0.1,
PW0.7,156.08,1000,0.02,0.7,
PW0.8,162.38,1000,0.02,0.8,
PW1,167.5,1000,0.02,1.0,
AR,170.0,1000,0.1,0.1,
